日時,競馬場,レース名,グレード,距離,種別,着順,枠,馬番,馬名,性別,騎手,調教師
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,10,2,3,シャドウディーヴァ,牝,池添謙一,斎藤誠
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,11,7,15,アルーシャ,牝,北村宏司,藤沢和雄
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,12,3,6,トーセンブレス,牝,柴田善臣,加藤征弘
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,13,6,11,サトノガーネット,牝,吉田豊,矢作芳人
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,14,8,17,コントラチェック,牝,武豊,藤沢和雄
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,15,7,14,スカーレットカラー,牝,石橋脩,高橋亮
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,16,5,10,メジェールスー,牝,岡田祥嗣,藤原英昭
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,取消,4,8,ディメンシオン,牝,松田大作,藤原英昭
2020/5/17/,東京,ヴィクトリアマイル,GⅠ,1600,芝,取消,5,9,セラピア,牝,田辺裕信,藤岡健一
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,1,4,5,オメガパフューム,牡,北村友一,安田翔伍
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,2,7,11,ヴェンジェンス,牡,幸英明,大根田裕之
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,3,5,7,ゴールドドリーム,牡,藤岡佑介,平田修
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,4,3,3,ヒストリーメイカー,牡,畑端省吾,新谷功一
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,5,6,10,スワーヴアラミス,牡,松田大作,須貝尚介
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,6,7,12,マグナレガーロ,牡,北村宏司,角居勝彦
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,7,8,14,ダンツゴウユウ,牡,酒井学,谷潔
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,8,1,1,アシャカトブ,牡,武藤雅,小笠倫弘
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,9,4,6,ヒロブレイブ,牡,国分恭介,川村禎彦
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,10,2,2,ロードレガリス,牡,池添謙一,野中賢二
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,11,6,9,ミツバ,牡,松若風馬,加用正
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,12,3,4,ハヤヤッコ,牡,斎藤新,国枝栄
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,13,8,13,アッシェンプッテル,牝,太宰啓介,奥村豊
2020/5/23/,京都,平安ステークス,GⅢ,1900,ダ,14,5,8,スマハマ,牡,坂井瑠星,中内田充正
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,1,2,4,デアリングタクト,牝,松山弘平,杉山晴紀
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,2,8,16,ウインマリリン,牝,横山典弘,手塚貴久
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,3,4,7,ウインマイティー,牝,和田竜二,五十嵐忠男
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,4,3,6,リアアメリア,牝,川田将雅,中内田充正
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,5,6,12,マジックキャッスル,牝,浜中俊,国枝栄
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,6,7,15,チェーンオブラブ,牝,石橋脩,小笠倫弘
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,7,5,10,ミヤマザクラ,牝,武豊,藤原英昭
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,8,3,5,ホウオウピースフル,牝,内田博幸,大竹正博
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,9,6,11,リリーピュアハート,牝,福永祐一,藤原英昭
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,10,8,17,マルターズディオサ,牝,田辺裕信,手塚貴久
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,11,1,1,デゼル,牝,D.レーン,友道康夫
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,12,7,13,ウーマンズハート,牝,藤岡康太,西浦勝一
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,13,8,18,サンクテュエール,牝,C.ルメール,藤沢和雄
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,14,7,14,フィオリキアリ,牝,田中勝春,清水久詞
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,15,1,2,クラヴァシュドール,牝,M.デムーロ,中内田充正
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,16,4,8,スマイルカナ,牝,柴田大知,高橋祥泰
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,17,2,3,アブレイズ,牝,藤井勘一郎,池江泰寿
2020/5/24/,東京,優駿牝馬,GⅠ,2400,芝,18,5,9,インターミッション,牝,石川裕紀人,手塚貴久
2020/5/30/,京都,葵ステークス,重賞,1200,芝,1,6,12,ビアンフェ,牡,藤岡佑介,中竹和也
2020/5/30/,京都,葵ステークス,重賞,1200,芝,2,2,3,レジェーロ,牝,北村宏司,西村真幸
2020/5/30/,京都,葵ステークス,重賞,1200,芝,3,3,5,ワンスカイ,牡,斎藤新,斎藤誠
2020/5/30/,京都,葵ステークス,重賞,1200,芝,4,1,1,ケープコッド,牝,岩田望来,高柳瑞樹
2020/5/30/,京都,葵ステークス,重賞,1200,芝,5,4,8,サヴァイヴ,牡,吉田隼人,清水久詞
2020/5/30/,京都,葵ステークス,重賞,1200,芝,6,1,2,アルムブラスト,牡,丸山元気,高橋文雅
2020/5/30/,京都,葵ステークス,重賞,1200,芝,7,7,14,トロワマルス,牝,酒井学,杉浦宏昭
2020/5/30/,京都,葵ステークス,重賞,1200,芝,8,2,4,マイネルグリット,牡,国分優作,吉田直弘
2020/5/30/,京都,葵ステークス,重賞,1200,芝,9,8,16,ビップウインク,牝,松若風馬,清水久詞
2020/5/30/,京都,葵ステークス,重賞,1200,芝,10,5,10,デンタルバルーン,牝,鮫島良太,牧浦充徳
2020/5/30/,京都,葵ステークス,重賞,1200,芝,11,8,15,エレナアヴァンティ,牝,幸英明,宗像義忠
2020/5/30/,京都,葵ステークス,重賞,1200,芝,12,6,11,ゼンノジャスタ,牡,田中健,浅見秀一
2020/5/30/,京都,葵ステークス,重賞,1200,芝,13,5,9,ニシノストーム,牡,勝浦正樹,杉浦宏昭
2020/5/30/,京都,葵ステークス,重賞,1200,芝,14,4,7,エグレムニ,牡,川須栄彦,加用正
2020/5/30/,京都,葵ステークス,重賞,1200,芝,15,7,13,グリンデルヴァルト,牝,松田大作,坂口智康
2020/5/30/,京都,葵ステークス,重賞,1200,芝,16,3,6,カバジェーロ,牡,鮫島克駿,橋口慎介
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,1,3,5,コントレイル,牡,福永祐一,矢作芳人
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,2,6,12,サリオス,牡,D.レーン,堀宣行
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,3,3,6,ヴェルトライゼンデ,牡,池添謙一,池江泰寿
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,4,1,1,サトノインプレッサ,牡,坂井瑠星,矢作芳人
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,5,7,13,ディープボンド,牡,和田竜二,大久保龍志
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,6,6,11,ガロアクリーク,牡,川田将雅,上原博之
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,7,4,7,ブラックホール,牡,石川裕紀人,相沢郁
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,8,2,3,ワーケア,牡,C.ルメール,手塚貴久
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,9,7,14,マイラプソディ,牡,横山典弘,友道康夫
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,10,4,8,ビターエンダー,牡,津村明秀,相沢郁
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,11,7,15,サトノフラッグ,牡,武豊,国枝栄
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,12,5,10,コルテジア,牡,松山弘平,鈴木孝志
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,13,5,9,ダーリントンホール,牡,M.デムーロ,木村哲也
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,14,8,17,ヴァルコス,牡,三浦皇成,友道康夫
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,15,2,4,レクセランス,牡,石橋脩,池添学
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,16,8,16,マンオブスピリット,牡,北村友一,斉藤崇史
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,17,8,18,ウインカーネリアン,牡,田辺裕信,鹿戸雄一
2020/5/31/,東京,東京優駿,GⅠ,2400,芝,18,1,2,アルジャンナ,牡,浜中俊,池江泰寿
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,1,3,5,キングオブコージ,牡,横山典弘,安田翔伍
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,2,2,4,アイスバブル,牡,D.レーン,池江泰寿
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,3,6,11,ステイフーリッシュ,牡,坂井瑠星,矢作芳人
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,4,1,2,ノーブルマーズ,牡,高倉稜,宮本博
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,5,6,12,ゴールドギア,牡,三浦皇成,伊藤圭三
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,6,8,16,オセアグレイト,牡,C.ルメール,菊川正達
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,7,3,6,メートルダール,牡,浜中俊,戸田博文
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,8,5,9,サトノクロニクル,牡,武藤雅,池江泰寿
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,9,8,17,ボスジラ,牡,武豊,国枝栄
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,10,7,13,ウラヌスチャーム,牝,松山弘平,斎藤誠
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,11,4,8,アフリカンゴールド,せ,福永祐一,西園正都
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,12,2,3,ポポカテペトル,牡,北村友一,友道康夫
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,13,5,10,ミライヘノツバサ,牡,木幡巧也,伊藤大士
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,14,4,7,ミュゼエイリアン,せ,横山和生,黒岩陽一
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,15,1,1,タイセイトレイル,牡,M.デムーロ,矢作芳人
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,16,7,15,バラックパリンカ,牡,和田竜二,平田修
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,17,7,14,パリンジェネシス,せ,石橋脩,清水久詞
2020/5/31/,東京,農林水産省賞典 目黒記念,GⅡ,2500,芝,18,8,18,ニシノデイジー,牡,田辺裕信,高木登
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,1,1,1,パフォーマプロミス,牡,福永祐一,藤原英昭
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,2,4,7,ラヴズオンリーユー,牝,M.デムーロ,矢作芳人
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,3,4,8,レッドジェニアル,牡,酒井学,高橋義忠
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,4,5,10,サイモンラムセス,牡,川須栄彦,梅田智之
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,5,7,13,レッドガラン,牡,北村友一,安田隆行
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,6,2,3,アドマイヤジャスタ,牡,西村淳也,須貝尚介
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,7,1,2,トリコロールブルー,牡,和田竜二,友道康夫
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,8,8,16,サトノルークス,牡,武豊,池江泰寿
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,9,5,9,サトノフェイバー,牡,古川吉洋,南井克巳
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,10,8,15,エアウィンザー,牡,川田将雅,角居勝彦
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,11,6,12,ドミナートゥス,牡,松山弘平,宮本博
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,12,6,11,ジェシー,牡,坂井瑠星,石坂公一
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,13,2,4,テリトーリアル,牡,藤岡康太,西浦勝一
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,14,7,14,アメリカズカップ,牡,幸英明,音無秀孝
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,15,3,6,キメラヴェリテ,牡,岩田望来,中竹和也
2020/6/6/,阪神,農林水産省賞典 鳴尾記念,GⅢ,2000,芝,16,3,5,ブラックスピネル,せ,松若風馬,音無秀孝
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,1,7,11,グランアレグリア,牝,池添謙一,藤沢和雄
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,2,4,5,アーモンドアイ,牝,C.ルメール,国枝栄
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,3,4,6,インディチャンプ,牡,福永祐一,音無秀孝
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,4,3,3,ノームコア,牝,横山典弘,萩原清
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,5,5,8,ケイアイノーテック,牡,津村明秀,平田修
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,6,6,9,アドマイヤマーズ,牡,川田将雅,友道康夫
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,7,2,2,ダノンキングリー,牡,戸崎圭太,萩原清
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,8,8,14,ダノンスマッシュ,牡,三浦皇成,安田隆行
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,9,5,7,ペルシアンナイト,牡,田辺裕信,池江泰寿
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,10,8,13,ヴァンドギャルド,牡,岩田望来,藤原英昭
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,11,6,10,ミスターメロディ,牡,北村友一,藤原英昭
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,12,7,12,セイウンコウセイ,牡,内田博幸,上原博之
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,13,1,1,ダノンプレミアム,牡,D.レーン,中内田充正
2020/6/7/,東京,農林水産省賞典 安田記念,GⅠ,1600,芝,14,3,4,クルーガー,牡,石橋脩,高野友和
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,1,3,6,ダイワキャグニー,牡,内田博幸,菊沢隆徳
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,2,1,1,ソーグリッタリング,牡,藤井勘一郎,池江泰寿
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,3,8,18,トーラスジェミニ,牡,木幡育也,小桧山悟
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,4,8,16,アンドラステ,牝,岩田望来,中内田充正
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,5,6,11,アトミックフォース,牡,武藤雅,武藤善則
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,6,2,4,サトノアーサー,牡,D.レーン,池江泰寿
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,7,3,5,ピースワンパラディ,牡,津村明秀,大竹正博
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,8,7,15,ゴーフォザサミット,牡,北村宏司,藤沢和雄
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,9,1,2,サトノガーネット,牝,吉田豊,矢作芳人
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,10,8,17,レイエンダ,牡,C.ルメール,藤沢和雄
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,11,2,3,ギベオン,牡,戸崎圭太,藤原英昭
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,12,4,8,マイネルファンロン,牡,三浦皇成,手塚貴久
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,13,4,7,サラキア,牝,石橋脩,池添学
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,14,7,13,アイスストーム,牡,武豊,吉村圭司
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,15,5,10,マイネルハニー,牡,野中悠太郎,栗田徹
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,16,6,12,シャドウディーヴァ,牝,M.デムーロ,斎藤誠
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,17,7,14,インビジブルレイズ,牡,田辺裕信,吉村圭司
2020/6/14/,東京,エプソムカップ,GⅢ,1800,芝,18,5,9,エメラルファイト,牡,石川裕紀人,相沢郁
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,1,7,13,サマーセント,牝,酒井学,斉藤崇史
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,2,3,6,センテリュオ,牝,福永祐一,高野友和
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,3,1,1,リュヌルージュ,牝,団野大成,斉藤崇史
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,4,2,3,ナルハヤ,牝,藤田菜七子,梅田智之
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,5,4,7,エアジーン,牝,川田将雅,堀宣行
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,6,8,15,マルシュロレーヌ,牝,高倉稜,矢作芳人
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,7,3,5,フィリアプーラ,牝,菊沢一樹,菊沢隆徳
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,8,5,10,レッドアネモス,牝,北村友一,友道康夫
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,9,7,14,ミスマンマミーア,牝,小崎綾也,寺島良
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,10,1,2,サトノワルキューレ,牝,幸英明,角居勝彦
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,11,4,8,リープフラウミルヒ,牝,国分優作,相沢郁
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,12,2,4,リンディーホップ,牝,藤懸貴志,金成貴史
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,13,8,16,レイホーロマンス,牝,鮫島克駿,橋田満
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,14,5,9,サラス,牝,松若風馬,西村真幸
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,15,6,12,パルクデラモール,牝,川又賢治,鹿戸雄一
2020/6/14/,阪神,マーメイドステークス,GⅢ,2000,芝,16,6,11,オスカールビー,牝,泉谷楓真,矢作芳人
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,1,8,16,カフェファラオ,牡,D.レーン,堀宣行
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,2,1,1,デュードヴァン,牡,M.デムーロ,加藤征弘
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,3,3,6,ケンシンコウ,牡,酒井学,小西一男
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,4,6,11,サンダーブリッツ,牡,横山典弘,久保田貴士
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,5,8,15,キタノオクトパス,牡,田辺裕信,高木登
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,6,7,14,フルフラット,牡,田中勝春,森秀行
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,7,6,12,キッズアガチャー,牡,丸田恭介,田所秀孝
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,8,4,7,サンライズホープ,牡,川須栄彦,羽月友彦
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,9,3,5,レッチェバロック,牝,C.ルメール,藤沢和雄
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,10,5,9,メイショウベンガル,牡,戸崎圭太,松永昌博
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,11,2,3,ラブリーエンジェル,牝,菅原明良,堀井雅広
2020/6/21/,東京,ユニコーンステークス,GⅢ,1600,ダ,12,4,8,オーロラテソーロ,牡,木幡巧也,畠山吉宏
